16	0.005348 -0.010632 0.009398 -0.011155 -0.013418 0.002923 -0.009355 -0.003657 0.007598 -0.006531 -0.015624 -0.014591 0.010449 0.003148 0.005876 -0.001896 0.003340 -0.000422 0.007888 0.008151 0.009615 0.013250 0.004521 -0.008020 -0.006733 -0.000204 -0.000363 -0.014864 0.004080 -0.005914 0.012393 -0.012516 
17	-0.015384 -0.008977 0.006454 -0.010572 -0.010616 0.006933 -0.008356 0.001620 0.006841 0.010427 0.005502 0.013416 -0.008181 0.001338 0.013154 0.004957 0.005222 -0.004629 0.005747 -0.008793 -0.001286 0.011127 0.012301 -0.012598 -0.012179 0.015502 -0.015561 0.000871 0.014639 0.004142 0.004552 -0.004291 
18	-0.003643 0.006710 0.007554 -0.000459 0.006993 -0.000107 -0.001997 0.003037 0.011849 -0.011738 0.004024 -0.012311 0.006779 -0.007760 -0.010445 -0.005451 -0.014945 0.011202 -0.000997 -0.002494 0.007379 0.010004 -0.000158 -0.014864 0.000334 0.008365 -0.009428 0.014339 0.003138 -0.003449 0.000952 0.002353 
19	-0.013536 -0.011549 -0.015028 0.011257 -0.006343 -0.013947 -0.000953 0.003472 -0.013348 0.004207 -0.001420 -0.007304 0.002803 -0.009324 -0.015506 -0.015573 0.009975 -0.002743 -0.000815 -0.007166 -0.010569 -0.014930 -0.006891 -0.011844 -0.011042 0.002557 -0.013419 -0.004151 -0.011502 0.008058 -0.004074 0.007982 
20	-0.002579 -0.012782 0.012063 0.009790 -0.014044 -0.001824 0.011287 0.013602 0.006566 -0.014103 0.002323 -0.000561 -0.008671 0.002363 -0.010115 0.014772 -0.003834 -0.014987 -0.009101 0.005527 -0.005380 0.014841 -0.011279 0.006371 0.015006 0.008519 -0.002587 0.013538 0.004025 -0.000803 -0.008567 -0.003964 
21	0.005837 -0.007044 0.000781 0.001776 -0.000694 0.000599 0.014914 0.008501 0.011846 -0.001311 -0.014617 0.009149 -0.008507 0.000430 -0.010058 -0.012473 0.001306 0.012990 0.000200 0.010495 -0.015236 -0.007013 -0.004632 0.006665 0.010075 -0.014851 -0.015625 0.001561 -0.011624 -0.002419 -0.010837 0.005642 
22	0.002781 -0.015531 -0.001146 0.007469 -0.001339 0.008498 -0.001734 0.000411 -0.004394 -0.003849 -0.004644 -0.007577 -0.015576 0.007741 -0.009436 -0.005676 0.014678 0.014360 0.012430 -0.014047 -0.001855 0.007373 -0.009882 -0.012850 0.012702 -0.006039 -0.012334 0.014447 0.013349 0.004477 0.012922 -0.012190 
23	0.013451 -0.002678 -0.013588 -0.005750 0.000625 -0.013583 -0.014555 -0.000416 -0.012817 -0.010754 0.011096 -0.008940 -0.001631 0.003376 0.005259 0.014235 0.007696 0.002145 0.010471 0.003838 0.009547 -0.012526 0.006038 0.002487 0.005862 -0.001052 0.014765 -0.006372 0.012271 0.002069 -0.014169 -0.001779 
24	0.010818 -0.014785 0.006669 -0.011396 -0.001672 -0.001788 0.000743 0.004691 -0.010593 0.007995 -0.004036 -0.006798 -0.002820 0.015301 0.005452 -0.004710 0.009165 0.015559 0.014335 0.004178 0.013534 0.010283 -0.013052 0.013471 -0.005984 0.014432 -0.002337 0.007177 -0.014692 -0.013445 -0.008700 0.013278 
25	0.000842 0.006557 -0.000346 0.000892 -0.010928 0.014912 -0.014636 0.006156 -0.002600 0.005187 0.005045 -0.003730 0.013531 0.009327 0.000546 -0.010456 0.008084 -0.003109 0.014784 -0.001321 0.001984 0.008818 -0.014276 0.002739 -0.008558 -0.002682 0.003005 0.002425 0.003342 -0.002099 0.003370 0.001650 
26	-0.012751 0.013684 0.005240 -0.005914 -0.006689 -0.001008 0.007912 -0.002889 -0.012612 -0.015265 0.002388 -0.009121 -0.014923 0.001712 -0.005519 0.015172 -0.001462 0.002739 0.013076 -0.012202 0.002096 -0.015239 -0.004359 0.002801 0.005135 -0.010788 0.012998 -0.001375 0.005771 -0.001076 -0.008553 0.013252 
27	0.004810 -0.008128 0.005689 0.002754 0.010428 -0.005342 0.002862 -0.000411 0.005459 0.009215 -0.013751 0.013391 0.000422 -0.011042 -0.001032 -0.011986 -0.002914 0.009574 -0.010978 0.007039 0.002364 0.009293 -0.007999 0.015479 -0.010530 -0.008962 -0.005787 -0.009777 -0.014412 0.003221 0.002117 0.006904 
28	-0.002625 -0.009972 -0.009389 0.000565 0.006114 -0.001690 0.010090 -0.000632 0.001957 0.001904 0.007640 0.008252 -0.003859 -0.012281 -0.005599 -0.014316 -0.007993 -0.002868 -0.007410 -0.015078 0.015243 0.003292 -0.006350 0.002388 -0.009415 -0.004162 -0.014614 -0.010267 0.003149 0.003622 -0.009899 0.005203 
29	0.006287 -0.005702 0.013020 -0.002161 0.002431 0.007602 -0.005326 0.006577 0.009783 -0.006605 -0.006891 0.003643 0.011235 0.000743 -0.012699 0.014405 0.006321 -0.014269 -0.003235 -0.002724 0.007139 -0.015087 0.002209 -0.013605 0.006219 0.010472 0.009488 0.008479 -0.008348 -0.000776 -0.002602 0.006237 
30	0.012823 0.012093 0.011434 -0.007536 0.005661 -0.009208 -0.008373 0.001069 0.011818 -0.002639 -0.001793 0.002370 0.009184 -0.007928 0.011576 0.008915 -0.008943 0.001420 0.008483 0.001193 -0.012151 0.001475 -0.003620 -0.007109 -0.012165 0.002933 0.003514 0.001783 0.009592 0.014757 -0.009888 -0.014843 
31	0.008194 0.004752 0.012188 -0.004055 -0.005276 -0.010269 0.001142 -0.006980 0.008418 -0.005606 -0.010112 -0.004490 0.003421 0.002238 -0.001715 -0.008738 0.005037 -0.011559 0.008457 -0.012429 0.000338 0.003963 -0.004653 -0.003879 -0.013052 -0.009832 -0.008512 0.001515 -0.010398 -0.008394 0.004164 0.008897 
32	-0.007423 -0.010927 0.001373 -0.003343 -0.013829 -0.003984 -0.002168 0.003298 0.004225 0.000456 -0.012756 0.012745 -0.005256 -0.005176 -0.011007 -0.012454 -0.002905 0.002334 0.008616 0.004386 -0.001735 -0.014717 0.011459 -0.007601 -0.014453 0.002487 -0.003001 -0.005175 -0.006278 -0.010886 0.008758 -0.007539 
33	-0.014142 0.005667 -0.011275 -0.001660 0.015215 0.013741 -0.003013 -0.006872 0.012391 0.006849 0.012414 -0.009441 0.003875 0.005585 0.004751 -0.007670 -0.006988 0.014663 -0.001423 -0.002007 -0.000788 -0.005875 -0.006585 -0.008173 -0.011651 0.009921 -0.007291 -0.014815 -0.013490 0.000463 0.006133 0.011206 
34	0.007378 -0.003568 -0.001552 -0.000753 0.001325 0.014527 0.015229 0.006355 0.011825 0.010689 0.015388 -0.012059 0.004809 -0.013457 0.013812 -0.001953 -0.004902 0.005667 -0.002541 -0.014756 0.001406 0.002408 0.013086 0.009701 -0.009820 -0.013951 -0.000947 -0.000617 -0.010619 -0.002154 -0.014416 -0.011490 
35	-0.005368 -0.003509 0.015293 -0.003505 -0.015573 -0.007658 0.014591 0.000953 -0.000423 -0.008378 0.002942 0.009098 0.004512 0.010770 0.011948 -0.008031 -0.006204 -0.009150 0.004260 -0.008048 0.002662 -0.005606 -0.005602 0.015090 -0.008309 -0.001026 -0.009303 0.008236 -0.000475 0.014963 -0.007947 0.009065 
36	0.004145 -0.000008 -0.008890 -0.006897 0.011131 -0.013427 0.010954 0.013695 -0.012092 -0.001094 -0.014594 0.006193 -0.007528 0.011758 0.005029 -0.006794 0.005888 0.001996 0.004597 -0.005316 -0.010985 0.004738 0.007722 -0.007042 0.010850 0.008480 -0.003757 0.014752 0.009777 0.015341 0.001230 -0.011868 
37	0.008013 -0.011015 -0.001687 -0.013179 -0.014708 -0.011755 0.011485 -0.008269 -0.003829 -0.003958 0.005967 -0.015055 -0.014812 -0.005248 -0.009253 0.001538 0.014197 0.010334 0.007563 0.004120 0.007051 0.009821 0.005077 -0.011434 0.011178 -0.003299 0.004556 -0.000468 0.005727 -0.002327 0.010356 -0.001204 
38	0.015345 0.002725 -0.005758 -0.004071 -0.003827 0.000823 -0.005887 -0.002703 -0.003668 -0.014061 -0.000400 0.007749 0.015220 -0.011081 -0.010302 0.011947 0.008693 -0.006473 0.010297 -0.003882 0.000796 0.007363 0.009182 -0.014229 -0.006538 -0.002059 0.015191 0.010368 -0.000228 0.009907 -0.001162 0.007824 
39	-0.004208 0.010799 0.000458 -0.007690 -0.000323 -0.010622 -0.010988 0.003046 0.005862 -0.013317 0.002167 -0.012046 -0.009133 0.007627 -0.015123 0.010989 0.012572 -0.006061 -0.007121 0.001395 -0.004838 0.007408 0.013560 0.004427 -0.004105 -0.005443 0.002712 0.008887 -0.011208 0.005307 0.004558 0.000148 
40	-0.007905 0.002816 0.011922 0.005368 0.002380 0.000553 0.015550 0.008844 -0.011821 -0.009298 0.012366 0.012343 0.004448 0.005059 -0.010456 0.005327 -0.014948 0.014937 0.008757 0.008402 0.002744 0.005830 0.000503 0.002462 -0.000666 -0.006351 -0.008094 -0.011334 0.000910 0.001111 0.014524 -0.015393 
41	0.015080 0.014232 -0.001884 0.005507 0.007467 -0.012338 0.004360 0.013133 -0.013224 0.002068 -0.002047 0.004832 0.001885 -0.003038 -0.012216 0.001800 0.014820 0.015154 -0.009987 -0.013158 -0.014595 -0.011570 0.009219 0.004864 -0.009341 0.012838 -0.002214 -0.014711 0.012731 -0.009470 0.007172 0.000366 
42	0.006958 0.001755 -0.001015 0.000436 0.005604 0.010674 -0.000998 0.005672 -0.011147 0.010360 0.005894 -0.004816 -0.003846 0.002657 -0.004338 0.008057 -0.013945 0.002616 -0.011875 0.008210 0.012780 0.007945 0.009659 0.001102 0.005164 -0.006197 0.005977 -0.004188 -0.002040 -0.006143 0.012766 0.003385 
43	0.007917 -0.010995 0.009583 0.007144 0.001133 -0.004107 0.013497 0.010037 -0.000699 -0.002420 -0.009276 -0.003675 -0.011853 0.001733 0.001910 0.012562 -0.002814 -0.005223 0.008991 -0.014117 0.008049 -0.005744 -0.006015 -0.004653 0.005927 0.000337 -0.008949 0.011191 -0.008421 0.008822 -0.005160 -0.015095 
44	0.004735 0.015103 -0.004214 0.006899 -0.014513 -0.002378 0.005962 0.000857 0.006518 0.010611 -0.000571 -0.008905 -0.001590 -0.000184 0.014495 0.011043 -0.010514 0.000674 0.015370 -0.009856 0.000249 -0.015524 0.002437 0.013113 -0.014264 0.003606 -0.007197 -0.004293 -0.000915 0.013699 0.002202 -0.006859 
45	-0.013354 -0.002851 -0.009015 0.013899 -0.011797 -0.005399 0.009856 -0.008429 -0.008187 -0.006467 -0.007111 -0.005272 -0.011321 0.003578 -0.007953 0.008116 0.009251 -0.013050 -0.013211 -0.000927 -0.002839 -0.012372 -0.005534 0.011854 0.008238 -0.010915 0.014171 0.007192 -0.007851 -0.009539 0.014533 -0.002064 
46	0.004114 -0.011193 0.015597 -0.001228 0.014792 0.006673 0.001298 -0.011135 -0.003407 -0.009963 0.013972 -0.015069 0.002681 0.013276 -0.014879 -0.008314 -0.015263 0.009617 -0.002346 0.010578 -0.001150 0.002169 -0.012496 -0.013202 -0.008509 -0.007788 -0.014948 0.004605 0.009711 -0.014678 0.014492 -0.009789 
47	0.012022 0.002028 -0.010825 0.013755 -0.009741 0.002399 0.002275 0.012485 0.014871 -0.004452 -0.007991 0.012949 0.001331 0.003560 -0.014686 0.015572 0.003188 0.005677 0.010660 -0.005048 -0.010546 0.011994 -0.013776 -0.010263 -0.015214 0.013816 -0.004574 -0.005236 -0.008776 -0.011078 0.002875 0.013652 
48	-0.007103 -0.007746 0.004078 -0.005576 -0.004646 0.011621 -0.010649 -0.007768 0.004024 0.013566 0.014164 0.008921 -0.000512 -0.007613 0.012068 -0.007460 0.013171 0.002961 0.004173 -0.004114 0.006040 -0.009006 0.005947 0.010998 0.011964 0.015124 -0.000638 -0.004811 -0.006578 -0.006182 0.004398 0.013367 
49	-0.001987 -0.000359 0.003636 -0.001236 0.003566 0.008070 0.013914 0.004735 0.005662 0.002794 -0.000720 -0.003330 0.012081 -0.014386 0.012073 -0.003905 -0.012190 -0.009245 0.013900 0.011056 -0.014542 0.003629 -0.009531 -0.000518 -0.008263 0.000099 -0.011451 -0.008132 0.004780 0.007216 -0.014787 0.008716 
50	0.008328 -0.001124 -0.015606 0.000536 0.003363 0.010519 0.010042 -0.015475 0.012772 -0.004092 -0.011654 0.007187 -0.013075 0.003772 0.012913 -0.006266 0.001407 -0.009362 -0.002176 0.008960 0.006024 -0.008095 -0.002082 0.014268 0.006706 0.012534 0.005855 -0.011395 -0.009104 -0.005227 -0.000098 -0.002116 
51	-0.000696 0.014409 -0.015598 0.005042 -0.011690 0.006243 -0.010768 0.013623 -0.004300 -0.001154 0.014420 0.010361 -0.004294 -0.004891 0.001481 0.007673 -0.013343 -0.010502 0.013936 -0.006920 -0.010258 0.011819 0.000496 -0.012625 -0.009868 -0.000304 -0.008730 0.009750 -0.008572 -0.000378 0.001681 -0.000177 
52	-0.008195 -0.011687 0.008542 -0.003068 0.001652 -0.003467 -0.014341 -0.007020 0.011225 0.003995 0.011161 0.011806 -0.012475 -0.014870 -0.010232 0.015370 0.001766 -0.006850 0.009330 0.009853 -0.007790 -0.012854 -0.005537 0.003052 -0.013654 -0.015552 -0.006966 -0.004802 -0.005713 0.015255 0.007783 -0.013355 
53	-0.007034 -0.009383 0.007104 0.003301 0.014188 0.013601 -0.004887 0.011211 0.009196 0.013889 -0.008831 -0.011575 -0.006275 -0.010269 -0.000405 0.008322 -0.003644 -0.009454 -0.003838 0.006354 0.013970 -0.003845 0.001351 -0.011779 0.011772 -0.007009 -0.011349 -0.012448 -0.012770 0.008274 -0.006556 -0.013114 
54	-0.004398 -0.005648 -0.005651 0.015203 -0.004471 0.003300 -0.012187 -0.006908 -0.002223 -0.002944 -0.015406 -0.004893 0.010677 0.003460 0.009826 -0.002231 -0.000580 0.009158 -0.007913 0.012434 0.007607 0.002927 0.015122 -0.002074 0.004378 0.015621 0.002109 0.012768 -0.004112 -0.001723 -0.003523 0.003937 
55	-0.010422 0.004040 -0.002571 -0.010925 0.010566 -0.004310 -0.012608 0.014138 -0.013328 -0.014047 0.008827 0.013815 0.012906 -0.002380 0.013644 0.004427 -0.003408 0.011620 0.010272 0.011574 0.010003 0.009494 0.003511 -0.011861 -0.013928 0.012613 0.005703 -0.009542 -0.015378 -0.014746 -0.000078 0.013907 
56	-0.000421 -0.011665 0.005703 0.005316 0.014820 0.001235 0.000587 0.000213 -0.000043 -0.001723 -0.014050 -0.004307 0.010248 0.002139 0.002596 -0.001131 -0.002854 0.009038 -0.014325 -0.002725 -0.006603 -0.003445 -0.015407 -0.003230 0.002193 -0.014844 0.006807 0.000708 0.011722 0.004987 -0.001806 -0.014424 
57	0.012427 0.004727 0.005643 -0.004881 -0.007531 -0.001404 -0.014925 -0.011783 -0.000504 0.002998 0.014377 -0.004623 0.014697 0.007199 0.001528 -0.012423 0.001847 -0.012789 -0.008481 -0.009938 -0.005230 0.004621 0.015040 -0.011435 0.013654 -0.014150 0.006867 -0.008371 0.011306 0.004902 -0.006182 0.006495 
58	0.012788 0.003801 -0.009211 0.001303 -0.007765 -0.003072 0.001921 -0.002610 -0.001540 0.007760 0.004418 -0.013105 0.009790 -0.003938 -0.000883 -0.009941 0.013784 -0.010625 -0.012687 0.001701 0.004861 0.009307 0.000844 0.005037 0.013540 -0.013801 0.008893 0.000479 -0.009427 -0.010398 0.013371 -0.002170 
59	-0.013732 0.009471 0.010513 0.000713 -0.002365 -0.008111 0.011152 0.006327 -0.000011 0.011380 0.002294 0.002247 0.009309 -0.004199 0.007917 0.011355 0.006220 -0.007905 0.011295 0.000967 0.010470 -0.013654 0.004476 -0.002450 0.012046 0.012570 -0.007516 -0.009247 0.005976 -0.012196 -0.015396 0.000284 
60	0.012645 -0.007880 0.006529 0.010289 0.009783 -0.013029 0.000528 -0.001985 0.007524 -0.011531 -0.011341 0.008637 0.010619 -0.003866 -0.005240 0.000105 0.002801 0.008170 -0.014266 -0.004657 -0.002365 0.015029 0.003980 0.005425 -0.004385 -0.010799 -0.003154 -0.009900 -0.000145 -0.007861 -0.005680 -0.003063 
61	0.000141 -0.000737 0.010272 -0.015158 0.012435 -0.002451 0.005454 -0.012258 0.013526 -0.012357 -0.011592 0.010756 -0.001602 -0.012919 -0.010236 0.013468 -0.015277 0.000533 0.014208 0.007040 -0.001832 0.002872 -0.009647 -0.007568 -0.005565 0.001094 0.015536 -0.013560 -0.007573 0.008694 0.007916 -0.013155 
62	0.000509 -0.003459 -0.012670 -0.007056 -0.007982 -0.000863 0.007412 0.008318 -0.006246 0.005166 0.010145 -0.000210 0.004440 0.002597 0.000405 0.012439 -0.006789 -0.003381 0.010132 0.014750 -0.002143 0.014424 -0.006713 -0.000831 0.001253 0.013725 -0.010774 0.000046 0.000607 0.000861 0.015105 -0.007241 
63	-0.005655 -0.009273 -0.013071 0.004468 0.008144 -0.006570 0.006202 -0.012504 -0.011056 0.010418 0.000058 0.009916 0.006060 -0.002557 -0.003737 -0.006526 -0.003519 0.011500 0.011532 -0.008271 -0.013780 -0.005272 -0.010260 0.002185 -0.010138 -0.006058 -0.009480 0.015037 0.013974 -0.001750 -0.002230 -0.004151 
64	0.015208 -0.014738 0.008250 0.001442 0.006089 -0.012345 -0.014913 -0.001835 -0.012187 0.002540 0.004871 0.004460 0.009867 -0.012162 0.010255 0.004036 0.007681 -0.005228 0.000374 -0.011223 -0.003651 0.011368 -0.001764 0.008764 0.014541 -0.006515 -0.011926 0.000076 -0.012261 0.000870 -0.012685 -0.007899 
65	-0.000188 0.012552 0.004049 0.013058 -0.001505 -0.008863 -0.009626 -0.004857 -0.013115 0.004956 0.000158 -0.002020 -0.000993 -0.005461 0.014595 0.014856 0.002053 0.003022 0.007816 -0.008195 0.004509 -0.007791 0.013400 -0.009779 -0.010540 -0.004171 -0.010746 0.000857 -0.006835 -0.010808 -0.015449 -0.003995 
66	-0.007308 -0.002297 -0.008942 -0.007293 -0.007387 0.009438 0.005343 -0.006342 0.014765 0.015064 0.000827 -0.004615 -0.009574 0.005786 -0.015476 0.001377 0.001697 0.008757 0.015572 0.009424 0.000563 -0.000852 -0.011121 -0.008345 0.006873 -0.012758 0.010436 -0.004582 0.002089 0.004743 0.011504 0.011570 
67	-0.012790 -0.011187 -0.008952 0.014690 0.005172 0.000857 -0.004817 0.008051 -0.002869 -0.015034 -0.011925 -0.004714 -0.003076 0.001999 -0.006207 0.010333 -0.007232 0.015210 -0.002579 0.010072 -0.009097 -0.010661 -0.003207 -0.010801 0.015181 0.014389 -0.013711 -0.004230 -0.009403 0.002937 -0.001476 -0.010187 
68	0.013993 0.013984 -0.013092 -0.007915 -0.011982 0.005276 -0.013553 -0.005047 -0.008175 0.013171 0.012596 -0.006827 0.013458 0.011621 -0.001420 -0.013912 -0.011964 0.014199 -0.009012 -0.003093 0.007432 0.011586 0.011639 0.004176 -0.010594 -0.001708 -0.006976 -0.005411 -0.012072 -0.011144 -0.000828 -0.000553 
69	-0.013320 -0.002803 -0.003474 0.010749 -0.009076 0.011364 -0.011228 -0.005289 0.014474 -0.009541 0.005278 0.013097 -0.001025 0.000996 0.012202 -0.009699 -0.010574 0.010087 -0.003009 0.011497 0.005902 0.006711 -0.009503 0.003144 0.004500 0.004985 0.003723 -0.006980 0.012559 0.010467 -0.001902 -0.012626 
70	0.000022 -0.011525 0.014130 0.006063 -0.012073 -0.008008 0.013160 -0.013887 0.010421 0.014616 -0.006950 0.003942 -0.003799 0.014829 0.010735 0.014853 -0.004553 0.008657 -0.012222 0.003199 0.000416 -0.014383 0.008003 -0.000451 0.005019 -0.001662 0.002666 0.003529 0.010942 0.012893 -0.004843 -0.013306 
71	-0.003621 0.012052 0.013986 -0.001383 0.001468 0.006611 -0.008698 0.002287 -0.009435 0.000721 -0.003540 0.007643 0.000550 -0.013742 -0.007801 0.008288 0.009635 0.005826 -0.004311 -0.014417 -0.004156 -0.013376 0.009416 -0.012589 0.013699 0.002615 -0.004629 -0.001507 0.003454 0.003195 0.005406 0.014220 
72	-0.006966 -0.012745 -0.003442 0.009909 -0.015435 -0.007386 -0.003746 -0.000460 -0.011579 -0.006913 -0.003391 -0.010702 -0.008508 -0.000770 0.007310 0.011559 -0.007321 0.010686 -0.012598 0.007973 0.000072 0.009067 0.011525 -0.014656 -0.013355 0.014014 0.014179 0.015462 -0.015410 0.006481 -0.015003 -0.007486 
73	0.012932 -0.010556 -0.007212 -0.014935 -0.010126 -0.003662 0.002688 -0.009297 -0.009490 0.006869 0.010347 0.008638 0.012477 -0.012183 0.010611 -0.014614 -0.009635 0.004000 -0.009252 -0.000384 -0.011759 -0.009816 0.010133 -0.004897 0.008679 0.000530 -0.004418 -0.000118 0.010244 -0.009389 0.001625 -0.003466 
74	0.000930 -0.013404 0.006005 -0.010602 0.003105 -0.013094 -0.010396 -0.012048 -0.005028 0.002827 -0.008031 -0.007751 0.015183 0.015381 -0.002407 0.000576 -0.002673 0.008387 -0.003528 0.014956 -0.002638 -0.014334 -0.005370 0.008905 -0.009648 0.000143 -0.000226 0.011579 -0.008602 -0.013638 -0.005844 -0.009549 
75	-0.001111 -0.004208 -0.006749 0.006467 -0.002128 -0.001257 -0.014802 0.014823 0.002365 0.010534 -0.011767 0.003502 -0.011344 0.001547 0.006515 -0.003893 0.004630 -0.003230 0.010112 -0.004523 0.009789 -0.008192 0.002217 0.013032 -0.001787 -0.004003 -0.011049 0.013527 -0.015012 -0.000380 -0.002893 0.003469 
76	0.013781 -0.007717 0.008652 0.006495 -0.013047 -0.008348 0.005973 0.011394 -0.001867 0.010459 0.007135 0.011081 -0.001297 0.006210 -0.002941 0.014677 0.000927 0.002664 0.012475 0.007184 -0.014715 0.005708 0.003223 -0.002714 -0.000110 0.005866 -0.007201 0.010113 0.011051 -0.003752 0.008828 0.015248 
77	-0.014060 -0.011403 0.008871 -0.001980 0.005857 0.009230 0.008198 -0.000255 0.002677 0.004996 0.004627 -0.005794 0.005910 -0.011649 0.000822 -0.009589 -0.013348 -0.002498 0.014557 -0.010467 0.001267 -0.009601 -0.012993 0.013478 -0.011515 0.001203 0.000653 -0.001695 0.012198 0.006255 -0.000136 -0.009460 
