1964	0.002256 0.005839 -0.003146 0.000089 -0.001628 0.007073 0.004131 -0.000456 0.000077 -0.005862 -0.002945 -0.007734 -0.006368 -0.004496 -0.004079 -0.005427 -0.001322 -0.005934 -0.002600 0.005457 0.000616 0.000054 0.002645 0.003426 -0.001735 -0.004546 -0.002303 -0.006855 0.005884 -0.007430 -0.007026 0.006305 -0.000117 -0.001703 -0.002757 0.007499 -0.004560 -0.000837 -0.001955 0.002004 0.001890 -0.003000 0.006147 -0.006151 -0.006968 -0.001973 0.004579 -0.004946 0.004468 0.004788 -0.006382 0.000652 0.002267 0.004906 -0.005007 0.000883 0.001710 -0.007473 0.006445 -0.000891 0.003322 -0.000755 -0.007708 -0.001135 
1965	-0.007627 0.006759 0.007643 0.003742 -0.006214 0.000087 -0.001770 0.005267 -0.003276 0.004809 -0.003561 -0.005868 -0.003087 0.004763 -0.007477 0.006109 0.007695 -0.006568 -0.005785 0.003623 -0.002174 -0.007092 -0.006279 -0.004820 0.002423 0.002840 0.001467 0.006495 -0.002834 0.003681 0.005528 0.002204 -0.006206 0.003086 -0.007308 -0.004704 0.002745 0.000836 -0.003002 0.006080 -0.002027 -0.006405 0.000885 -0.005719 0.006903 0.001544 0.002874 -0.002773 0.005384 0.003859 -0.004468 0.003385 -0.003922 0.000435 -0.001348 -0.001046 0.002290 -0.002132 -0.006005 0.001684 0.007642 -0.006893 -0.006181 0.006299 
1966	-0.002302 -0.006317 -0.006658 0.001499 0.004640 0.003516 0.001132 0.003862 0.004676 -0.001094 0.007761 0.002984 0.005534 0.003165 -0.005994 0.004877 0.005269 0.002456 -0.003512 0.003151 -0.000029 -0.005170 -0.002264 -0.007350 0.003227 0.002815 0.007228 0.001171 0.006578 -0.004837 -0.007217 -0.004373 0.004252 -0.001362 -0.007186 0.000645 -0.003405 0.005811 0.006248 0.004756 -0.000745 0.004599 0.000683 0.003512 0.007629 0.000030 0.003101 0.002233 -0.001711 0.006210 -0.002212 -0.007496 0.000777 0.007713 0.003654 0.007143 0.005203 -0.003949 -0.001251 -0.002442 0.002151 -0.000930 -0.003851 0.002916 
1967	-0.005498 0.005665 -0.002557 0.000598 -0.000239 0.005371 -0.003940 0.000645 -0.005806 -0.000799 -0.006813 0.004004 -0.006318 0.003194 -0.006099 0.003369 -0.007057 -0.003782 -0.004979 -0.002340 -0.002701 -0.001095 0.001963 0.007492 -0.000182 0.000002 -0.004299 0.002659 0.002386 0.000958 -0.003558 -0.002043 0.002729 -0.000126 0.006521 0.000555 0.007654 -0.005471 0.005234 0.002424 0.007109 0.004416 -0.003880 -0.006579 -0.003090 0.004004 0.004103 -0.000130 0.001453 -0.001690 -0.000990 -0.002207 0.003746 0.000761 -0.000358 0.007048 0.002030 -0.004688 0.000385 0.002450 0.003208 -0.006349 0.000675 -0.000757 
1968	-0.006654 -0.005774 0.004077 -0.005013 0.002330 0.004912 -0.002355 -0.007179 -0.000837 0.002366 -0.004269 0.000832 0.005666 0.006049 0.005271 -0.005599 0.003573 0.005688 0.006505 0.001356 0.001314 0.007112 0.000324 -0.000026 -0.004373 -0.003385 0.004006 0.004637 0.004044 0.002057 0.005598 0.004679 -0.003549 -0.000768 -0.005813 -0.000462 0.000437 -0.002659 0.006544 -0.002404 0.006260 0.005038 -0.001643 -0.003225 0.006435 -0.004814 -0.001110 0.007237 -0.003159 0.005026 -0.003158 -0.007219 0.007096 0.001838 0.002611 -0.006483 0.000501 -0.002203 -0.006914 -0.003059 0.005823 0.003045 0.000188 -0.003081 
1969	0.006672 -0.006225 0.006728 -0.004409 0.006796 -0.004670 -0.007316 -0.006251 0.002912 0.001158 0.004401 -0.006964 0.001556 0.001662 0.005583 -0.007173 -0.001109 0.003598 0.004990 -0.007508 0.005194 -0.005997 0.001018 -0.007199 0.002383 -0.005300 -0.005954 0.005850 0.006516 0.004600 0.000712 0.006623 0.000738 0.000026 0.007121 0.002352 -0.007091 -0.001374 -0.007484 0.006878 -0.004304 -0.002668 0.007508 -0.005861 0.006845 0.001755 -0.007212 -0.002857 0.007484 0.003724 -0.005168 -0.003321 -0.000621 -0.002939 -0.005376 -0.001024 0.005057 -0.007223 0.002793 -0.006790 0.001348 -0.006992 -0.001408 -0.003834 
1970	0.007543 0.001838 0.002401 0.002921 -0.003585 0.006638 -0.001994 0.005949 -0.000581 -0.005147 -0.004742 -0.007624 -0.000712 0.003351 -0.006095 0.007393 -0.000674 0.004008 -0.000270 0.000236 -0.000853 -0.004144 -0.003751 0.004194 0.004839 -0.001979 0.003359 0.005826 0.000856 0.003457 -0.001851 0.007533 0.005943 0.006191 -0.007378 0.006879 -0.003367 0.007006 0.001826 -0.006445 0.004564 -0.000149 0.006218 -0.005656 -0.007510 -0.000120 0.004224 -0.000055 0.003560 -0.005818 0.006838 -0.005232 -0.006367 0.003334 -0.003162 -0.007529 -0.006962 0.007648 -0.003561 -0.001189 -0.007732 0.006569 -0.007368 0.005979 
1971	-0.006307 0.000979 -0.005361 -0.001730 -0.006605 -0.003563 -0.001213 0.003052 -0.007204 0.005382 -0.003249 -0.001111 0.000929 -0.001601 0.000500 0.000783 0.007255 0.007455 0.002402 0.004591 -0.005889 -0.006850 -0.003440 -0.007632 -0.006899 0.001943 0.005925 0.006765 0.005383 -0.007534 0.005304 -0.007192 -0.000644 -0.003002 -0.007337 -0.000834 -0.001464 0.006937 -0.000452 0.002643 0.007581 0.005682 0.006284 -0.003904 -0.003939 0.005399 -0.007455 -0.007037 0.005433 -0.005728 0.002118 -0.004485 0.005971 0.001902 0.003778 -0.005468 0.007745 0.005018 -0.007097 0.007014 0.003713 -0.005788 -0.004485 0.003056 
1972	0.003870 -0.000825 -0.006251 -0.003397 0.004223 -0.000787 0.007294 0.000268 0.007789 -0.002791 0.005241 0.002409 -0.005393 0.005118 0.006736 -0.006410 -0.000252 -0.000832 -0.006046 -0.007204 -0.006789 -0.002276 -0.005833 0.005493 0.005057 -0.004572 -0.004338 0.001387 -0.001047 -0.002814 -0.000221 0.002473 0.002463 0.003996 0.001197 -0.001374 -0.003250 -0.004242 -0.002360 -0.002450 0.004867 0.007264 0.001025 0.006366 -0.000305 -0.000708 0.000450 0.002996 0.004316 0.004776 -0.001632 0.003838 0.002303 0.001923 -0.007569 -0.003009 -0.004571 0.007022 -0.003441 -0.001285 0.006178 0.007388 0.004589 0.004771 
1973	-0.000973 0.003554 -0.007731 -0.004905 -0.004545 -0.002283 0.000917 0.006257 -0.006712 0.004126 -0.001982 0.004895 0.004431 0.004064 0.003407 -0.004830 -0.006364 0.003101 0.002764 -0.002210 0.005059 -0.005360 0.003613 0.000815 0.000779 0.004790 0.005798 0.007068 0.001598 0.006908 -0.002864 -0.002999 -0.000541 -0.004654 -0.007549 -0.007046 -0.004983 -0.004071 -0.001351 -0.001972 0.006476 -0.003387 0.002407 -0.005920 0.007462 0.000976 0.002197 -0.001251 0.006472 -0.007702 0.001825 -0.005593 -0.002883 0.005224 -0.002664 -0.000507 0.005399 0.004219 0.005465 -0.006476 0.005658 0.001997 -0.003436 -0.003186 
1974	-0.001796 0.002978 -0.003473 -0.007769 -0.004225 0.007592 0.003345 0.001847 -0.002458 -0.005963 0.007026 0.005705 -0.004481 -0.004124 -0.003558 0.005988 -0.005125 0.003269 -0.007178 0.003932 -0.004808 -0.005583 -0.003089 0.002331 0.006031 0.003920 -0.000401 -0.004051 0.004136 -0.006162 0.000859 0.001902 -0.001862 -0.004943 -0.005191 0.007715 -0.007424 0.000556 0.004142 0.003642 0.004078 0.000894 -0.004126 -0.002225 0.000675 -0.007024 -0.003266 0.002989 0.006286 -0.001602 0.002750 0.001403 0.005154 -0.000442 -0.004071 0.007414 0.000372 -0.001190 0.002865 0.003830 0.006484 -0.000778 -0.007419 -0.002302 
1975	0.001635 0.004096 -0.001603 0.003786 0.004675 -0.007601 -0.006645 0.005266 -0.001059 0.000246 0.004276 0.000603 0.001197 0.003949 0.006113 0.000723 0.004995 0.007796 -0.004869 0.000280 -0.003867 0.002393 -0.002303 -0.002566 -0.006438 -0.000150 -0.002675 -0.001773 -0.001116 0.000331 0.005730 -0.001260 -0.003557 -0.001947 -0.003408 -0.003273 0.004861 -0.007020 -0.003121 -0.000245 -0.001172 0.001499 -0.002080 0.001073 0.005904 0.003890 -0.006323 0.006119 -0.002825 -0.005340 -0.005281 -0.004837 0.005711 0.002233 -0.000511 -0.002741 0.005508 -0.004510 0.000250 -0.005879 0.007334 -0.003620 -0.002120 0.002584 
1976	0.001893 -0.002157 0.006190 -0.000473 0.005472 -0.005241 0.000360 0.005168 0.001552 -0.003775 -0.001236 0.002064 -0.000082 -0.003854 0.001640 0.005350 0.000374 0.001377 0.007383 -0.000851 0.001939 0.004987 -0.003818 -0.004387 -0.005779 -0.002241 -0.005614 0.006236 -0.002810 -0.003171 -0.000973 0.000990 0.006542 0.002191 0.000119 0.002274 0.005793 0.004074 0.006954 -0.006219 -0.005678 0.002342 0.001818 0.004416 -0.007621 0.006461 -0.006054 0.004420 -0.007173 0.002667 0.007151 0.002149 -0.006639 -0.006356 -0.003875 0.006613 0.001879 0.004572 -0.003276 0.005618 -0.007087 0.000812 -0.001108 -0.000643 
1977	0.004616 -0.007086 -0.005468 -0.007395 0.007156 -0.000581 -0.003026 -0.005876 0.006834 0.002141 0.003006 -0.004709 -0.005810 -0.002974 -0.007307 0.006795 -0.002655 -0.006724 -0.000264 -0.002291 -0.006383 0.006185 -0.001163 0.005842 0.000825 0.006167 0.001488 -0.002667 -0.003343 -0.005877 -0.001888 0.005362 0.006498 0.000071 -0.000013 0.004550 0.005988 0.004170 -0.006709 0.001619 -0.004451 -0.001846 0.004769 0.000984 -0.007131 -0.006233 -0.002504 -0.002979 -0.005186 0.006408 0.001264 -0.000510 -0.000993 -0.006073 -0.002364 -0.004534 -0.003465 0.005605 0.001828 0.002951 0.000503 0.005538 0.006700 0.006681 
1978	0.002342 -0.003492 0.000110 -0.005066 0.003693 -0.003763 -0.002181 -0.001011 -0.006592 -0.005193 0.002949 -0.002170 -0.006968 0.001915 0.001101 -0.002481 0.002176 -0.004466 -0.000787 0.000321 0.005011 0.006913 0.007583 0.000897 0.004262 -0.005849 -0.003887 -0.004480 -0.006209 0.006790 0.001233 -0.003544 0.006292 -0.003291 -0.003423 0.007657 -0.001709 -0.006543 0.007244 -0.002009 -0.007041 -0.005824 -0.001202 -0.001911 -0.002270 0.007620 0.006446 -0.003773 -0.003313 0.006096 -0.001390 -0.005183 0.003713 0.006859 0.001341 0.005934 -0.005053 0.001856 -0.005633 -0.007690 -0.004290 -0.004472 0.004723 0.005300 
1979	-0.006891 -0.005898 0.006102 0.005380 0.002075 -0.004416 -0.006236 -0.000668 -0.004257 -0.002485 -0.001538 0.007558 0.001672 -0.007209 -0.004255 -0.005425 -0.007779 -0.003075 -0.001948 -0.001078 -0.001662 0.005623 0.003586 -0.004566 0.002922 0.000640 -0.000311 -0.003016 -0.004504 -0.001031 0.002905 0.005071 0.006784 -0.006233 0.005892 0.001172 -0.000343 0.004217 0.003138 0.006820 -0.003871 -0.004764 0.001607 -0.004842 -0.000578 -0.005533 -0.003708 0.001329 0.007273 0.003697 -0.000961 -0.003695 -0.002492 0.003221 -0.005379 -0.001028 0.003866 0.003931 -0.001021 0.005518 0.000377 0.001400 -0.004507 0.006996 
1980	0.000694 -0.002051 0.003935 0.004923 0.000926 -0.003235 0.004786 0.000017 0.004919 -0.004721 -0.003813 0.005683 -0.002622 -0.006918 0.000010 -0.000957 0.003672 -0.007320 -0.000138 -0.005015 -0.000489 -0.004465 -0.007031 0.003662 0.000762 0.002690 -0.002940 -0.001474 -0.001820 -0.001523 -0.002679 0.003101 -0.000835 0.002468 0.000781 -0.003880 -0.004152 -0.003314 0.007152 0.003743 -0.000945 0.000297 -0.000874 -0.000838 -0.002995 -0.002367 -0.004608 0.001106 0.001942 0.005437 0.003343 0.005227 0.000378 0.004750 -0.005706 0.000550 0.002221 -0.004720 0.000928 0.006809 0.007089 0.004820 -0.003787 0.000187 
1981	-0.000339 0.005852 0.006679 0.002958 -0.007467 0.005314 -0.002987 0.002647 0.003777 -0.005530 -0.006687 0.003355 -0.002082 -0.005208 0.002737 0.002090 0.005923 0.005124 -0.001893 -0.000548 -0.007799 -0.002273 -0.005081 -0.002890 0.001822 0.003470 0.004767 0.005211 -0.002862 -0.004479 -0.004563 0.001607 -0.003337 -0.005947 -0.003929 -0.006002 -0.007802 -0.004021 -0.007697 -0.003986 -0.002631 0.004136 0.005479 0.005657 -0.006582 0.003020 -0.006861 0.003903 0.002311 -0.002575 0.003739 -0.006606 0.005883 -0.007161 0.004322 0.006771 0.007801 0.007568 -0.000861 0.005463 -0.006011 -0.006114 0.005272 0.007700 
1982	-0.006400 0.006928 -0.007586 0.003825 0.005278 -0.000988 0.002613 0.005122 0.005839 -0.005544 0.006999 0.002085 0.000142 -0.006966 0.002554 0.006485 0.006984 0.002974 -0.004285 0.002225 0.005011 0.003636 0.004672 0.005405 -0.007249 -0.000699 -0.007754 -0.002485 -0.000324 -0.007090 -0.005941 -0.003958 -0.006242 0.005981 -0.003270 -0.004929 -0.005659 0.002408 -0.005184 0.006481 0.003430 0.005533 0.000618 0.002532 -0.004427 0.001204 -0.007559 0.004287 -0.007210 0.006783 0.001951 -0.001689 0.004405 -0.003368 -0.000482 -0.004819 0.005811 -0.000000 -0.002260 -0.001890 0.003435 0.004990 -0.002348 0.007580 
1983	0.001422 0.005208 0.001056 0.007311 0.000232 0.002702 -0.005397 -0.004119 -0.005047 -0.001765 0.001107 0.000794 -0.001761 -0.001241 0.006164 -0.002087 0.000818 -0.004993 0.000850 -0.000893 -0.003627 -0.005823 -0.001488 -0.004349 0.002293 0.005313 0.005428 -0.007664 -0.005124 0.003401 -0.006437 -0.006015 -0.007252 -0.007761 0.007724 0.001416 0.005832 -0.005065 0.006073 -0.000255 -0.001528 0.006222 -0.003004 -0.004431 -0.000620 0.006896 -0.004662 0.003221 0.004232 0.006077 0.002141 0.002224 0.003393 -0.002643 -0.006036 -0.004731 -0.005870 -0.000076 0.000275 -0.004885 0.005715 -0.006716 -0.001671 0.003727 
1984	-0.005216 -0.007125 0.006393 -0.003688 -0.006221 0.002793 0.002012 -0.001476 0.006083 0.000011 0.003697 -0.007015 -0.000849 0.002133 0.004535 0.003523 0.003778 0.004267 -0.006077 0.001218 -0.004372 0.001762 -0.001600 -0.001285 0.003831 0.006995 -0.004793 0.000773 0.005198 -0.002107 0.003308 0.002485 -0.006239 0.005106 0.003221 0.005618 -0.003974 0.007512 -0.000360 -0.001499 -0.000905 0.004560 -0.004990 0.006969 -0.004476 -0.000941 0.007080 0.000418 -0.005721 0.003356 -0.003682 -0.003677 -0.007536 0.000829 -0.007100 -0.002924 0.007664 -0.004326 -0.007397 0.002145 0.006557 -0.005575 -0.005737 0.007066 
1985	-0.004788 -0.002366 -0.007691 -0.003764 -0.001173 0.007399 0.003052 0.007381 0.002518 0.005217 -0.002314 -0.003413 0.000130 0.001873 0.002792 0.005979 -0.000113 -0.006407 -0.000310 -0.005050 -0.002598 0.006116 0.004471 0.002772 -0.002078 0.002120 -0.005157 -0.003273 -0.003921 -0.003616 0.005321 0.002232 -0.003647 0.001797 -0.001286 0.000697 -0.007064 0.003586 -0.003256 0.004872 0.002990 -0.000755 0.006704 0.002988 -0.004322 0.006169 0.007436 -0.006683 -0.003219 0.003837 0.001877 0.005927 0.005095 0.003097 0.000651 0.003480 -0.005995 0.005764 -0.003960 0.007272 0.003468 -0.002192 0.002055 0.000246 
1986	0.004062 -0.004584 0.007305 -0.007574 -0.005546 -0.003535 -0.002588 0.002421 -0.002883 -0.000145 0.006876 -0.000067 -0.001591 0.001275 -0.006482 -0.001534 0.002536 -0.004163 -0.003822 0.005281 0.005605 0.001426 0.006297 0.006183 -0.003205 -0.001060 -0.002586 0.006335 0.005634 -0.005115 -0.003877 0.000309 -0.006087 0.002851 0.001865 0.002107 0.006500 -0.005935 -0.005487 0.006608 0.003297 -0.004182 -0.006287 -0.007013 0.004658 -0.006059 0.005613 -0.005218 -0.003383 0.000693 -0.000669 -0.002318 -0.001504 -0.000757 -0.003090 -0.003117 0.006475 -0.006026 -0.005102 0.004968 0.003108 0.005830 -0.000958 -0.007293 
1987	-0.003528 0.002606 -0.000016 0.006435 -0.007264 -0.004632 -0.004219 -0.006814 0.006088 -0.007180 0.005081 -0.001412 -0.002990 0.007461 -0.001259 -0.003572 -0.000414 0.001503 0.005485 0.007366 0.006964 -0.007570 -0.007144 0.000147 -0.001995 0.006347 -0.002651 0.002110 -0.000348 -0.007381 -0.005028 0.002811 0.001718 0.001713 0.005130 -0.003382 -0.004272 0.004287 -0.004809 -0.002871 0.001648 0.007430 -0.002397 0.001053 0.006277 0.002152 0.002810 0.003177 0.005609 0.000702 -0.004264 0.002299 -0.001116 0.003628 -0.005991 -0.006000 0.007683 0.003970 -0.002032 -0.005111 -0.005441 0.001796 0.000074 -0.004444 
1988	0.000276 -0.005986 0.003674 0.004438 0.002080 0.003487 0.003480 0.000752 -0.000093 -0.004132 0.007211 -0.000696 0.005058 0.004263 -0.000884 -0.005639 0.000488 0.003435 0.004778 -0.001193 0.003611 0.001683 0.001513 0.006248 0.005852 -0.002885 -0.000522 0.001881 -0.003638 -0.006137 0.002889 0.007172 -0.005735 -0.006589 -0.003932 0.000863 0.003294 0.006506 0.007195 -0.007717 -0.001779 -0.006475 0.002153 0.002002 0.005877 -0.004446 0.007059 0.004742 0.004922 0.002043 -0.007544 -0.004821 0.004062 -0.000469 -0.006279 -0.004394 0.000714 -0.007171 0.004808 0.007466 -0.007149 0.003169 0.001466 0.002996 
1989	0.006310 -0.005541 0.001486 0.003909 0.000639 -0.004773 -0.000865 -0.003987 0.003426 0.000412 0.004630 -0.003484 0.002632 -0.004451 -0.002439 -0.007435 0.006792 -0.006127 -0.004448 -0.003203 0.001804 0.006569 -0.004913 0.001905 0.001246 0.006602 -0.005218 -0.000070 0.006800 0.000878 -0.005969 -0.006120 0.003582 0.004642 0.005095 -0.001095 0.005436 -0.005539 0.005146 0.002034 0.005051 0.002757 0.003156 -0.002520 -0.002335 -0.001135 0.005802 -0.003761 -0.006515 0.001466 0.005381 -0.003093 -0.003370 -0.001097 -0.001332 -0.005447 0.003077 0.001193 -0.004525 0.006325 -0.003541 -0.004050 0.006736 -0.004844 
1990	-0.004877 -0.004235 -0.000426 -0.004657 -0.000088 0.005936 0.002347 -0.001392 0.003335 -0.006445 0.001418 -0.002545 -0.003083 0.000212 0.004726 -0.004975 -0.001337 -0.002835 -0.002482 -0.003608 -0.006350 -0.003181 -0.006442 -0.005634 0.003083 0.004363 0.006514 -0.002804 -0.005531 0.002359 0.005611 -0.003364 -0.005136 0.007231 0.006893 0.003785 -0.004884 0.002401 0.003789 -0.002397 0.000196 0.005287 -0.006904 0.005274 0.003108 -0.004213 0.002465 -0.003103 0.001442 0.002096 0.004438 -0.004734 0.005489 0.006422 0.007719 -0.003030 0.003456 -0.002029 -0.004917 0.003408 0.000633 -0.001149 0.002617 -0.004472 
1991	-0.004761 0.000329 -0.004057 0.001903 -0.003164 0.002802 0.007641 -0.001168 -0.000392 0.001720 -0.000983 0.002064 0.004712 0.003675 0.005042 -0.001752 0.003249 -0.000157 -0.001744 -0.002354 0.005490 -0.004329 0.004504 -0.000731 -0.005904 -0.007559 -0.000462 0.005853 -0.000305 -0.007028 -0.003006 0.004801 -0.000559 -0.002199 0.006607 -0.006125 0.003779 -0.002450 -0.007464 -0.004234 0.001983 -0.005457 -0.004669 0.004918 -0.002505 -0.007323 0.005134 0.006939 0.000129 -0.003011 0.006037 0.007416 -0.004697 0.002783 -0.004623 0.004753 0.005114 0.001564 0.006362 -0.004457 -0.007602 0.004632 -0.000229 -0.004328 
1992	-0.000953 -0.000141 -0.006470 0.003303 -0.001712 0.007182 0.005052 0.001318 -0.004597 0.004256 -0.000138 0.000743 0.000815 -0.000444 0.002156 -0.007519 0.004932 0.007699 -0.004225 -0.006874 0.000220 0.000906 -0.001383 -0.007270 -0.000958 0.000903 -0.005076 -0.002121 0.007221 -0.006904 0.002103 -0.006398 -0.000912 0.002885 0.002831 -0.000383 -0.007393 0.007272 -0.007006 -0.006850 0.006403 0.005643 0.003485 -0.000639 -0.000324 -0.003880 0.001724 -0.002704 -0.003918 -0.003848 0.005712 -0.006608 0.004181 -0.005523 -0.005020 0.000845 0.006546 0.005590 -0.005354 0.001476 0.000721 -0.003047 -0.002885 -0.007988 
